Wall time,Step,Value
1555425095.8305326,102030,0.024941250681877136
1555425127.4766161,102590,0.029065242037177086
1555425246.5866878,104690,0.024974331259727478
1555425348.7571425,106490,0.026197580620646477
1555425366.8685362,106810,0.02606772817671299
1555425382.8432057,107090,0.029346613213419914
1555425452.2548985,108310,0.026668062433600426
1555425571.38978,110235,0.028890283778309822
1555425599.0166109,110875,0.026805540546774864
1555425726.5985663,113175,0.026893027126789093
1555425743.4633143,113475,0.025065774098038673
1555425792.6551015,114355,0.02631477452814579
1555425887.974344,116055,0.027087396010756493
1555425907.0053349,116395,0.027377119287848473
1555425910.4571445,116455,0.026065878570079803
1555425950.7708344,117175,0.02539348043501377
1555425958.5944827,117315,0.026895446702837944
1555425999.2135863,118035,0.026926955208182335
1555426022.9561794,118455,0.027909383177757263
1555426093.1789255,119695,0.02738320641219616
1555426115.8843803,120095,0.02923681028187275
1555426241.7173667,122315,0.029683969914913177
1555426253.081453,122515,0.026846637949347496
1555426331.4554574,123895,0.025672180578112602
1555426346.3253374,124155,0.025428101420402527
1555426353.0791113,124275,0.02880396693944931
1555426367.8239706,124535,0.02630060352385044
1555426443.888803,125660,0.029946133494377136
1555426462.1120837,126120,0.02716374583542347
1555426465.818759,126220,0.02763195149600506
1555426531.0193639,127400,0.026527419686317444
1555426557.6826084,127880,0.025080649182200432
1555426691.7786381,130280,0.02900092862546444
1555426752.3368788,131360,0.028961429372429848
1555426784.783748,131940,0.026945123448967934
1555426845.4943664,133020,0.025242192670702934
1555426889.2876403,133800,0.024309538304805756
1555426892.680019,133860,0.027118144556879997
1555426906.391832,134100,0.024313760921359062
1555426941.556833,134720,0.026294106617569923
1555427059.4115329,136800,0.02467724122107029
1555427068.4754777,136960,0.026765821501612663
1555427085.471519,137260,0.025164149701595306
1555427195.5931005,139200,0.026608258485794067
1555427225.2114797,139720,0.028301941230893135
1555427250.2205343,140160,0.02617896907031536
1555427355.4635053,141985,0.0266359131783247
1555427364.4104438,142145,0.026117578148841858
1555427409.7925549,142965,0.027926282957196236
1555427512.2117872,144805,0.027564316987991333
1555427583.9564054,146085,0.028121523559093475
1555427615.2809541,146645,0.025458529591560364
1555427616.4938693,146665,0.023942703381180763
1555427637.7441826,147045,0.025860078632831573
1555427663.6691952,147505,0.027421878650784492
1555427684.8587985,147885,0.026962706819176674
1555427739.8744981,148865,0.02577149122953415
1555427751.2967284,149065,0.02625199593603611
1555427754.6055207,149125,0.02539193071424961
1555427771.5247798,149425,0.024210592731833458
1555427809.097781,150085,0.027396880090236664
1555428008.7225766,153605,0.029294723644852638
1555428015.4796078,153725,0.027309900149703026
1555428091.6964002,155065,0.027613908052444458
1555428123.428552,155625,0.02447923831641674
1555428134.8516214,155825,0.028392702341079712
1555428186.581833,156510,0.027171848341822624
1555428250.247921,157850,0.028098473325371742
1555428285.6835954,158490,0.02695520780980587
1555428351.0780327,159670,0.029716627672314644
1555428390.3448167,160370,0.029216095805168152
1555428435.1215706,161170,0.026639923453330994
1555428562.8422933,163450,0.027364065870642662
1555428602.054768,164150,0.027860864996910095
1555428608.7325284,164270,0.02530555985867977
1555428686.6789598,165650,0.025711460039019585
1555428736.6733308,166530,0.027721023187041283
1555428769.5265312,167110,0.023814037442207336
1555428775.151916,167210,0.025093184784054756
1555428785.431922,167390,0.029172763228416443
1555428887.55366,169190,0.029297249391674995
1555428890.9357321,169250,0.02769886888563633
1555428922.7828002,169810,0.027994945645332336
1555428934.166303,170010,0.024184508249163628
1555429000.167112,171170,0.027877293527126312
1555429039.957831,171870,0.028591379523277283
1555429263.2950165,172535,0.029713591560721397
1555429320.826847,173735,0.02773977816104889
1555429458.674444,176215,0.02694019488990307
1555429461.9823356,176275,0.02538515068590641
1555429524.691193,177395,0.02690134011209011
1555429554.0806751,177915,0.023922676220536232
1555429557.405623,177975,0.02641717903316021
1555429580.933207,178395,0.029884202405810356
1555429588.804466,178535,0.02718609757721424
1555429653.810845,179695,0.028232811018824577
1555429660.6071527,179815,0.027365773916244507
1555429723.767818,180935,0.02919004112482071
1555429917.5654957,184355,0.02629828453063965
1555429925.6079214,184495,0.029301732778549194
1555429956.1489754,185035,0.02454373799264431
1555430019.7888937,186155,0.026606624945998192
1555430056.253628,186795,0.02760620415210724
1555430140.325292,188060,0.02547173760831356
1555430143.7041538,188120,0.0318787582218647
1555430161.7563994,188520,0.02852470614016056
1555430191.713504,189180,0.028903253376483917
1555430278.9986775,190760,0.028582753613591194
1555430286.894131,190900,0.02585313469171524
1555430301.3790998,191160,0.026587514206767082
1555430368.7013834,192360,0.027623536065220833
1555430402.2178912,192960,0.02812262624502182
1555430428.0174294,193420,0.030058598145842552
1555430448.329821,193780,0.02625914104282856
1555430526.591221,195180,0.0257123950868845
1555430611.3399363,196680,0.028036639094352722
1555430683.9686382,197960,0.026152873411774635
1555430757.7666478,199260,0.025577353313565254
1555430855.4198246,200980,0.026046624407172203
1555430884.8921037,201500,0.027146214619278908
1555430992.710099,203165,0.025256671011447906
1555431101.8925064,205325,0.028049886226654053
1555431109.683485,205465,0.027535080909729004
1555431235.5891225,207725,0.02880324423313141
1555431238.8915792,207785,0.030527791008353233
1555431262.5046158,208205,0.02601551078259945
1555431328.6649816,209385,0.028345322236418724
1555431339.8070083,209585,0.027327390387654305
1555431376.9207888,210245,0.02691309154033661
1555431472.3255758,211945,0.02684476412832737
1555431491.61042,212285,0.029773881658911705
1555431507.4866998,212565,0.02860170044004917
1555431525.6460702,212885,0.025257617235183716
1555431544.8940034,213225,0.025500481948256493
1555431590.209679,214025,0.028477570042014122
1555431642.344891,214945,0.027722133323550224
1555431643.4295735,214965,0.026616228744387627
1555431668.3655386,215405,0.02704450488090515
1555431708.0320728,216105,0.029042551293969154
1555431737.5661187,216625,0.026785077527165413
1555431747.835212,216805,0.02879582904279232
1555431806.9128475,217845,0.028157303109765053
1555431810.4104314,217905,0.02491145022213459
1555431848.927475,218585,0.02628336288034916
1555431853.5113626,218665,0.026921210810542107
1555431891.3274462,219110,0.026113105937838554
1555431897.9092135,219230,0.02563805878162384
1555431900.1422443,219270,0.024139313027262688
1555431934.1365678,220070,0.029086178168654442
1555431940.7942653,220190,0.02992827259004116
1555431955.3138845,220450,0.02416914701461792
1555431960.7756782,220550,0.02883223257958889
1555432031.5823116,221830,0.02645529806613922
1555432052.711429,222210,0.025900812819600105
1555432062.8448,222390,0.025219621136784554
1555432139.1147923,223750,0.02550830878317356
1555432141.4196825,223790,0.028354590758681297
1555432142.509408,223810,0.025299658998847008
1555432208.6915486,224990,0.025570491328835487
1555432387.390676,228170,0.027850694954395294
1555432447.657807,229230,0.025617241859436035
1555432470.3241682,229630,0.026009313762187958
1555432505.512723,230250,0.025381213054060936
1555432515.6688082,230430,0.025047266855835915
1555432534.9930844,230770,0.025132739916443825
1555432554.358992,231110,0.027816148474812508
1555432589.5257201,231730,0.029017195105552673
1555432647.4227834,232750,0.027059974148869514
1555432673.6201015,233210,0.02519526518881321
1555432689.5493999,233490,0.026234405115246773
1555432784.9454553,234955,0.0285356268286705
1555432901.403847,237235,0.026443323120474815
1555433008.538013,239155,0.024397792294621468
1555433014.1551447,239255,0.027614956721663475
1555433054.4469807,239975,0.023349784314632416
1555433089.321416,240595,0.02678491175174713
1555433198.273125,242535,0.03281097486615181
1555433227.6135175,243055,0.025884026661515236
1555433232.1242542,243135,0.030119583010673523
1555433250.2439585,243455,0.027776576578617096
1555433297.7383158,244295,0.026585539802908897
1555433370.4182422,245575,0.02543044649064541
1555433373.7564971,245635,0.024050727486610413
1555433391.8905797,245955,0.028832463547587395
1555433500.7539628,247875,0.02677815593779087
1555433561.190993,248935,0.02557125873863697
1555433851.9172997,250820,0.02651371620595455
1555433974.167829,253180,0.024305075407028198
1555434005.4075124,253740,0.02732228673994541
1555434071.6041088,254920,0.026394976302981377
1555434124.3279502,255860,0.028372230008244514
1555434204.9775178,257300,0.026334300637245178
1555434226.144567,257680,0.025584490969777107
1555434274.5597916,258540,0.02738802693784237
1555434363.0287554,260100,0.025412986055016518
1555434382.279893,260440,0.02715364098548889
1555434413.032818,260980,0.028442328795790672
1555434436.7785912,261400,0.026095589622855186
1555434450.3830352,261640,0.027927523478865623
1555434467.3660004,261940,0.02784525789320469
1555434471.939326,262020,0.025119708850979805
1555434491.325393,262360,0.027757106348872185
1555434532.0591228,263080,0.025089778006076813
1555434577.469121,263880,0.028208836913108826
1555434614.9806383,264540,0.02747260592877865
1555434743.7445064,266725,0.026393303647637367
1555434798.8635256,267785,0.02627945877611637
1555434803.4629478,267865,0.02672077715396881
1555434825.5528255,268265,0.023270288482308388
1555434880.0392013,269245,0.028442703187465668
1555434912.5228057,269825,0.026297233998775482
1555434959.6565623,270665,0.028098002076148987
1555435016.8248951,271685,0.02771691419184208
1555435042.5138075,272145,0.028855571523308754
1555435108.7880383,273325,0.028730614110827446
1555435112.0198274,273385,0.024459870532155037
1555435185.4388623,274685,0.028908492997288704
1555435218.2827947,275265,0.027503589168190956
1555435256.762733,275945,0.026881245896220207
1555435296.5411782,276645,0.026508675888180733
1555435322.550141,277105,0.029007596895098686
1555435340.7644203,277425,0.024000903591513634
1555435423.607685,278885,0.028752291575074196
1555435445.160532,279265,0.028641730546951294
1555435470.0881839,279705,0.02675919234752655
1555435575.3915217,281330,0.02460293285548687
1555435721.3597941,284150,0.026117190718650818
1555435794.9982107,285470,0.029688643291592598
1555435802.7977922,285610,0.026023507118225098
1555435812.9206443,285790,0.02334231697022915
1555435831.9271772,286130,0.027316952124238014
1555435845.6051447,286370,0.027894405648112297
1555435852.2996302,286490,0.0287442896515131
1555435918.4742799,287670,0.02543126977980137
1555435974.738689,288670,0.02632242627441883
1555436027.474297,289610,0.025343596935272217
1555436068.3911989,290330,0.02778029441833496
1555436095.6351182,290810,0.027160687372088432
1555436098.9887242,290870,0.02588832937180996
1555436184.3363116,292370,0.0258611012250185
1555436191.1604345,292490,0.02479862980544567
1555436225.0995502,293090,0.026494406163692474
1555436235.4007666,293270,0.02511582337319851
1555436239.9401233,293350,0.027396010234951973
1555436246.8051248,293470,0.025143250823020935
1555436351.3067768,295310,0.026778558269143105
1555436352.434053,295330,0.026576243340969086
1555436361.5087006,295490,0.028119077906012535
1555436366.05691,295570,0.024133192375302315
1555436385.7111385,295910,0.030846260488033295
1555436470.2130172,297175,0.026765739545226097
1555436491.2742553,297555,0.027070200070738792
1555436518.3931396,298235,0.026298625394701958
1555436630.39232,300255,0.02353355847299099
1555436700.784928,301515,0.02676653116941452
1555436752.4301734,302435,0.025115616619586945
1555436801.7688699,303315,0.025816967710852623
1555436823.0939803,303695,0.026857877150177956
1555436898.1557589,305035,0.03250378742814064
1555436963.7197173,306195,0.02526727318763733
1555436989.7972028,306655,0.028637610375881195
1555437132.8070297,309175,0.0306356493383646
1555437135.0540223,309215,0.025028295814990997
1555437171.262193,309855,0.028974661603569984
1555437206.4537544,310475,0.026778459548950195
1555437273.6758044,311655,0.024750513955950737
1555437436.3025055,314500,0.0259960126131773
1555437462.8774476,314980,0.027844643220305443
1555437472.9322724,315160,0.02629828453063965
1555437530.6219282,316200,0.02621639519929886
1555437534.0197225,316260,0.025622429326176643
1555437703.3138502,319280,0.02723248489201069
1555437718.9234633,319560,0.02702835015952587
1555437833.676201,321600,0.023819895461201668
1555437857.4133537,322020,0.029051385819911957
1555438008.2818193,324680,0.023164480924606323
1555438090.0040607,326120,0.025601424276828766
1555438115.0481853,326560,0.026781029999256134
1555438134.3983407,326900,0.026678239926695824
1555438186.6554306,327820,0.029353374615311623
1555438409.613214,328485,0.026030203327536583
1555438472.56248,329785,0.02859535627067089
1555438532.2742991,330865,0.026677994057536125
1555438561.1331143,331385,0.029512977227568626
1555438566.768398,331485,0.025557711720466614
1555438646.2870483,332905,0.024307668209075928
1555438686.499379,333625,0.02384641207754612
1555438741.461092,334605,0.030120164155960083
1555438810.9432158,335845,0.024977190420031548
1555438812.0845835,335865,0.025843268260359764
1555438850.2558014,336545,0.026940757408738136
1555438866.0350149,336825,0.025330597534775734
1555438913.7210374,337665,0.02520599029958248
1555439103.031137,341005,0.024393238127231598
1555439138.2312279,341625,0.026919899508357048
1555439176.9834206,342305,0.02676469273865223
1555439246.3171096,343525,0.027202114462852478
1555439257.7228115,343725,0.024001719430088997
1555439310.6559622,344450,0.028384683653712273
1555439317.402258,344610,0.027473608031868935
1555439337.0872474,345110,0.026256268844008446
1555439357.1346505,345470,0.029740450903773308
1555439359.3674452,345510,0.0256561990827322
1555439384.7723339,345970,0.026124289259314537
1555439385.8621836,345990,0.02669447660446167
1555439387.05507,346010,0.02700832672417164
1555439390.296696,346070,0.02849685214459896
1555439411.3502884,346450,0.02554398588836193
1555439450.0876813,347150,0.02567206136882305
1555439484.8248694,347770,0.028146030381321907
1555439528.5234535,348550,0.026600057259202003
1555439539.6546988,348750,0.025330670177936554
1555439639.428815,350530,0.027283260598778725
1555439655.0294757,350810,0.027089597657322884
1555439687.4835625,351390,0.025603914633393288
1555439695.2941477,351530,0.027038102969527245
1555439696.4567566,351550,0.024950506165623665
1555439729.0281112,352130,0.02761792577803135
1555439763.008228,352730,0.027875691652297974
1555439841.296754,354110,0.03080054372549057
1555439896.8079038,355090,0.026570908725261688
1555439934.3259463,355750,0.026468314230442047
1555439977.402553,356510,0.026334324851632118
1555440103.6294122,358730,0.026946552097797394
1555440132.065214,359230,0.027026182040572166
1555440135.4513502,359290,0.026835089549422264
1555440157.50881,359455,0.024511612951755524
1555440188.5071447,360015,0.027859389781951904
1555440217.1047792,360715,0.03125423565506935
1555440230.3356173,360955,0.02599555067718029
1555440301.1514366,362235,0.02666972391307354
1555440319.9140513,362575,0.028368579223752022
1555440396.0249977,363935,0.024235397577285767
1555440420.6481652,364375,0.025366617366671562
1555440452.0357933,364935,0.025365076959133148
1555440512.4775908,366015,0.026366576552391052
1555440662.1060796,368675,0.026896663010120392
1555440663.2270708,368695,0.0254971906542778
1555440770.9666357,370595,0.026347896084189415
1555440822.0587966,371495,0.0236415583640337
1555440959.6430326,373915,0.02738269604742527
1555440967.7241943,374055,0.026957733556628227
1555441109.8045409,376540,0.025860441848635674
1555441162.9036608,377500,0.026929879561066628
1555441235.2151532,378800,0.026242336258292198
1555441256.4645765,379180,0.027343040332198143
1555441262.0233965,379280,0.02914999984204769
1555441287.8008742,379740,0.03013755939900875
1555441312.438781,380180,0.02368088811635971
1555441335.91324,380600,0.02316875010728836
1555441412.0641854,381960,0.0279011782258749
1555441471.620028,383020,0.025454865768551826
1555441537.0470433,384180,0.02825244329869747
1555441587.0732405,385060,0.02707712911069393
1555441619.916787,385640,0.03265662118792534
1555441830.0532186,389340,0.029023757204413414
1555441847.0746124,389640,0.028267832472920418
1555441850.611491,389700,0.02582910843193531
1555441875.505914,390140,0.0263822004199028
1555441882.4191837,390260,0.025028234347701073
1555441947.92955,391205,0.02921348065137863
1555441962.3026838,391505,0.02548135817050934
1555442005.313928,392425,0.027028238400816917
1555442020.703252,392705,0.024338170886039734
1555442032.8880143,392925,0.026840871199965477
1555442093.76614,394025,0.025675559416413307
1555442106.0892358,394245,0.028629513457417488
1555442112.7778854,394365,0.027332982048392296
1555442179.1521716,395545,0.02636941522359848
1555442209.2764814,396085,0.02783586084842682
1555442235.138328,396545,0.029823675751686096
1555442313.6466954,397945,0.025321079418063164
1555442338.1995347,398385,0.02418053336441517
1555442375.2537158,399045,0.026727130636572838
1555442394.4640553,399385,0.029398828744888306
1555442402.392445,399525,0.02353636734187603
1555442447.9616935,400325,0.025531157851219177
1555442468.273622,400685,0.027020588517189026
1555442475.013214,400805,0.026318101212382317
1555442478.3905294,400865,0.02859540283679962
1555442564.6307528,402385,0.025167224928736687
1555442565.7021413,402405,0.030543958768248558
1555442568.1011407,402445,0.027329230681061745
1555442619.1473958,403345,0.028735235333442688
1555442654.2850866,403965,0.028241528198122978
1555442684.8534014,404505,0.02807212434709072
1555442688.334736,404565,0.027216361835598946
1555442694.024172,404665,0.026750534772872925
1555442757.7902792,405785,0.025787843391299248
1555442774.8191,406085,0.026291409507393837
1555442970.9313424,406250,0.026170065626502037
1555442973.1465187,406290,0.02499544620513916
1555443024.147893,407270,0.02832811512053013
1555443080.6726854,408410,0.02605430781841278
1555443130.5448422,409310,0.025754766538739204
1555443176.2129352,410130,0.025127997621893883
1555443190.783447,410390,0.027834169566631317
1555443191.9501193,410410,0.025619221851229668
1555443216.5707088,410850,0.028198497369885445
1555443222.1659534,410950,0.026950759813189507
1555443234.571937,411170,0.026359163224697113
1555443359.0259535,413390,0.025833582505583763
1555443382.7025805,413810,0.03247062489390373
1555443460.3179514,415190,0.02876793034374714
1555443463.605339,415250,0.02701094187796116
1555443464.7797704,415270,0.029086410999298096
1555443519.2375245,416230,0.026183487847447395
1555443546.5609179,416710,0.024947555735707283
1555443612.263489,417870,0.02703717164695263
1555443696.1306632,419350,0.02698601223528385
1555443741.638196,420150,0.0298917293548584
1555443750.8316267,420310,0.02659231424331665
1555443787.188364,420950,0.02578805573284626
1555443802.1117353,421210,0.027342526242136955
1555443885.6889682,422475,0.02528967894613743
1555443947.3393455,423775,0.02508046291768551
1555443972.8002455,424235,0.02568373642861843
1555444066.29004,425915,0.02980641834437847
1555444069.7209194,425975,0.024462291970849037
1555444075.2969625,426075,0.026317140087485313
1555444150.3088875,427415,0.02666401118040085
1555444170.4268239,427775,0.023916959762573242
1555444254.6606638,429275,0.02771475352346897
1555444298.1780148,430055,0.02573818899691105
1555444299.4177032,430075,0.024796662852168083
1555444477.4386525,433215,0.02618042193353176
1555444525.1570442,434055,0.023024097084999084
1555444526.3522956,434075,0.028000736609101295
1555444599.9578223,435375,0.026936739683151245
1555444606.822123,435495,0.025217482820153236
1555444629.3686082,435895,0.023041045293211937
1555444636.2666326,436015,0.025680428370833397
1555444660.1648335,436435,0.02553180418908596
1555444666.9398003,436555,0.026421932503581047
1555444746.85889,437740,0.027989966794848442
1555444802.017838,438920,0.024611622095108032
1555444837.392853,439560,0.026167593896389008
1555444845.0925312,439700,0.028000429272651672
1555445084.1435416,443980,0.03023342229425907
1555445112.1669545,444480,0.029062101617455482
1555445126.768838,444740,0.02690627984702587
1555445157.0509074,445280,0.02702581323683262
1555445164.959984,445420,0.027387352660298347
1555445182.8244138,445740,0.025349246338009834
1555445191.8165565,445900,0.0258144810795784
1555445207.7384076,446180,0.025125913321971893
1555445239.4499907,446740,0.028926586732268333
1555445317.5054238,448120,0.02456720732152462
1555445320.9932923,448180,0.023144422098994255
1555445368.5431895,449020,0.026827054098248482
1555445408.3213787,449720,0.025105027481913567
1555445450.2785728,450460,0.024422017857432365
1555445553.8328013,452280,0.02475215308368206
1555445571.927038,452600,0.026486119255423546
1555445693.5041356,454725,0.028035098686814308
1555445701.211779,454865,0.0243519339710474
1555445714.4279625,455105,0.02915482223033905
1555445770.9329793,456125,0.026602385565638542
1555445784.1271312,456365,0.02444608323276043
1555445884.8945556,458165,0.02791419066488743
1555445888.2422335,458225,0.023762835189700127
1555446053.0060277,461165,0.025241395458579063
1555446057.5251248,461245,0.028532112017273903
1555446058.6109817,461265,0.024473488330841064
1555446077.762487,461605,0.025260427966713905
1555446106.0487747,462105,0.027960462495684624
1555446118.616121,462325,0.02781662344932556
1555446124.26291,462425,0.02675940841436386
1555446129.908246,462525,0.025388667359948158
1555446168.5068564,463205,0.022502822801470757
1555446179.8896234,463405,0.02733362466096878
1555446209.3209577,463925,0.028020745143294334
1555446260.3379166,464825,0.026346543803811073
1555446286.4548156,465285,0.023952985182404518
1555446344.3396113,466305,0.02597515471279621
1555446371.6862354,466785,0.02830297313630581
1555446393.1391222,467165,0.02681417018175125
1555446409.1217797,467445,0.024048933759331703
1555446446.7374098,468105,0.026493802666664124
1555446575.170646,470350,0.028042534366250038
1555446629.3893597,471330,0.023291802033782005
1555446719.642588,472950,0.02625749446451664
1555446732.0032885,473170,0.027059579268097878
1555446754.4133997,473570,0.02508828043937683
1555446821.551592,474770,0.025053024291992188
1555446836.2259817,475030,0.025851761922240257
1555446877.7072322,475770,0.02683846652507782
1555446900.1731288,476170,0.026172533631324768
1555446912.461237,476390,0.025401843711733818
1555447021.00605,478310,0.026851465925574303
1555447180.8850057,481130,0.026042452082037926
1555447225.0460727,481910,0.02423432655632496
1555447258.159481,482490,0.026960069313645363
1555447302.232355,483270,0.025021910667419434
1555447356.7833865,484230,0.026863625273108482
1555447595.401374,485175,0.026478370651602745
1555447596.3070273,485215,0.030390717089176178
1555447604.436333,485375,0.025277694687247276
1555447630.3242595,485975,0.028040802106261253
1555447655.7766614,486435,0.02598652057349682
1555447671.3686564,486715,0.026912227272987366
1555447734.5184352,487855,0.0265970379114151
1555447841.9420662,489775,0.025884084403514862
1555447892.3508925,490675,0.026076070964336395
1555447896.8813794,490755,0.025282805785536766
1555447964.1144233,491955,0.024967387318611145
1555448015.7179878,492875,0.025289133191108704
1555448049.7221985,493475,0.023792395368218422
1555448074.589709,493915,0.025074787437915802
1555448083.7802508,494075,0.02535485289990902
1555448222.1387243,496515,0.025957396253943443
1555448256.1382098,497115,0.026562923565506935
1555448281.162648,497555,0.025820225477218628
1555448318.5949187,498215,0.025175951421260834
1555448402.6771538,499695,0.02953951619565487
1555448458.4997616,500460,0.026670610532164574
1555448543.7712936,502180,0.02589375711977482
1555448624.7207289,503640,0.024981284514069557
1555448652.7313702,504140,0.02770881913602352
1555448667.2939773,504400,0.025275714695453644
1555448677.3750916,504580,0.02779592014849186
1555448766.0062435,506160,0.025039104744791985
1555448832.0892653,507340,0.02598443441092968
1555448960.6957479,509620,0.025825830176472664
1555448977.6957364,509920,0.0264552291482687
1555449067.4774213,511500,0.025368807837367058
1555449137.7690396,512740,0.026616929098963737
1555449166.218489,513240,0.022661669179797173
1555449267.4491756,515020,0.026971356943249702
1555449321.4037704,515745,0.02339182235300541
1555449358.7343588,516445,0.02648087404668331
1555449386.425602,517105,0.027812428772449493
1555449431.749526,517925,0.02637157030403614
1555449552.0177875,520085,0.027964480221271515
1555449569.868387,520405,0.02425622008740902
1555449593.4975631,520825,0.026431003585457802
