Wall time,Step,Value
1555508976.9912739,840,0.021689364686608315
1555508980.4327745,900,0.018342457711696625
1555509009.199686,1420,0.014754805713891983
1555509034.6095233,1880,0.014440357685089111
1555509105.628477,3160,0.014137212187051773
1555509115.5122628,3340,0.011621230281889439
1555509185.1514544,4580,0.011504349298775196
1555509190.772018,4680,0.014100580476224422
1555509214.4087105,5100,0.009987167082726955
1555509234.6717846,5460,0.011363380588591099
1555509273.996926,6160,0.009848196990787983
1555509276.22814,6200,0.011833962984383106
1555509285.1946347,6360,0.01042518112808466
1555509401.0023148,8420,0.010356335900723934
1555509445.1690576,9200,0.0107268700376153
1555509461.0498824,9480,0.011152029037475586
1555509531.5765314,10720,0.0094381645321846
1555509580.416526,11580,0.00991405826061964
1555509588.3374903,11720,0.009330214001238346
1555509642.7574835,12680,0.008844074793159962
1555509657.7331927,12940,0.010454975999891758
1555509684.951768,13420,0.010333937592804432
1555509733.918622,14280,0.008176666684448719
1555509743.012714,14440,0.009044237434864044
1555509798.992387,15420,0.007875395007431507
1555510025.9129882,15685,0.009113382548093796
1555510045.5691144,16025,0.008751383982598782
1555510052.2496083,16145,0.007427933160215616
1555510083.3102443,16705,0.007883671671152115
1555510203.689088,18885,0.008265410549938679
1555510232.8151102,19405,0.008820464834570885
1555510281.0608985,20265,0.008321576751768589
1555510339.3298476,21305,0.007604358717799187
1555510381.8022885,22065,0.007742686662822962
1555510466.9240248,23585,0.008050202392041683
1555510558.643916,25205,0.008425741456449032
1555510621.0330653,26305,0.0076963044703006744
1555510624.3888435,26365,0.006967553868889809
1555510640.3212285,26645,0.00783879216760397
1555510644.8897035,26725,0.0073050218634307384
1555510699.2607775,27685,0.007749533746391535
1555510707.3429286,27825,0.008589665405452251
1555510757.0445588,28705,0.006453531328588724
1555510791.1171181,29305,0.008756461553275585
1555510856.0129461,30445,0.007689278572797775
1555510888.9590955,31025,0.007252661511301994
1555510919.2564049,31330,0.007650014013051987
1555510937.9103193,31650,0.007799425628036261
1555510999.9137049,32770,0.007226825226098299
1555511056.296294,33790,0.007080939132720232
1555511076.1359951,34150,0.007684359326958656
1555511086.0593138,34330,0.007667916361242533
1555511103.8324912,34650,0.0076317619532346725
1555511107.1107755,34710,0.007567506283521652
1555511156.5598679,35590,0.00782234501093626
1555511227.0942798,36850,0.006838455330580473
1555511251.733995,37290,0.00667474465444684
1555511255.1404457,37350,0.007494928780943155
1555511264.1167252,37510,0.008003524504601955
1555511308.9203386,38310,0.007064217235893011
1555511328.0721061,38650,0.006575074512511492
1555511342.4835453,38910,0.0072549027390778065
1555511443.0442948,40690,0.007481489330530167
1555511511.0130293,41890,0.008001373149454594
1555511614.1909547,43710,0.0077365548349916935
1555511627.7854319,43950,0.007451924961060286
1555511664.1663759,44590,0.0071585034020245075
1555511670.9356356,44710,0.007027327548712492
1555511693.6269863,45110,0.007133428007364273
1555511699.310377,45210,0.006457185372710228
1555511750.5513346,46110,0.005839074030518532
1555511764.231456,46350,0.008294173516333103
1555511815.9803617,47035,0.006801436189562082
1555511855.3564823,47735,0.0069376155734062195
1555511856.6199172,47755,0.007366483565419912
1555511907.4697082,48675,0.008636600337922573
1555511926.3147917,49015,0.006718525663018227
1555511928.5201628,49055,0.008121519349515438
1555511934.0034075,49155,0.007887993939220905
1555511961.6465514,49655,0.007303329184651375
1555511962.8015,49675,0.007320436183363199
1555511975.9628417,49915,0.007475291844457388
1555511981.4401925,50015,0.006489936262369156
1555512013.9927998,50595,0.007230594754219055
1555512030.777152,50895,0.007635796908289194
1555512037.4678617,51015,0.007335073780268431
1555512185.3919094,53655,0.008058377541601658
1555512247.0057104,54755,0.007099546026438475
1555512302.0648787,55735,0.007635853718966246
1555512423.579395,57875,0.007430864032357931
1555512504.0283175,59295,0.0068813771940767765
1555512584.4326758,60715,0.006842917297035456
